"Station Name","UNIVERSITY OF ALBERTA METABOLIC CENTRE"
"Province","ALBERTA"
"Latitude","53.52"
"Longitude","-113.53"
"Elevation","668.40"
"Climate Identifier","301FFNJ"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-11-22","2015","11","22","†","6.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-23","2015","11","23","†","1.0","","-2.0","","-0.5","","18.5","","0.0","","0.0","","14.0","","14.0","","0","","","","",""
"2015-11-24","2015","11","24","†","-6.0","","-7.0","","-6.5","","24.5","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"2015-11-25","2015","11","25","†","-13.0","","-22.0","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-26","2015","11","26","†","-4.0","","-16.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-27","2015","11","27","†","","M","-10.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-28","2015","11","28","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-29","2015","11","29","†","3.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-11-30","2015","11","30","†","-2.0","","-5.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-01","2015","12","01","†","2.0","","-15.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-02","2015","12","02","†","8.0","","-2.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-03","2015","12","03","†","","M","-2.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-04","2015","12","04","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-05","2015","12","05","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-06","2015","12","06","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-07","2015","12","07","†","6.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-08","2015","12","08","†","4.0","","-5.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-09","2015","12","09","†","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-10","2015","12","10","†","3.0","","-4.0","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-11","2015","12","11","†","","M","-4.0","","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-12","2015","12","12","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-13","2015","12","13","†","-2.0","","","M","","M","","M","","M","0.0","","7.0","","7.0","","0","","","","",""
"2015-12-14","2015","12","14","†","-4.0","","-5.0","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-15","2015","12","15","†","-3.0","","-10.0","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-16","2015","12","16","†","-5.0","","-15.0","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-17","2015","12","17","†","-5.0","","-15.0","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-18","2015","12","18","†","","M","-10.0","","","M","","M","","M","0.0","","5.0","","5.0","","0","","","","",""
"2015-12-19","2015","12","19","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-20","2015","12","20","†","-5.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-21","2015","12","21","†","-5.0","","-10.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-22","2015","12","22","†","-10.0","","-10.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-23","2015","12","23","†","-9.0","","-20.0","","-14.5","","32.5","","0.0","","0.0","","2.0","","2.0","","0","","","","",""
"2015-12-24","2015","12","24","†","-13.0","","-17.0","","-15.0","","33.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-25","2015","12","25","†","-13.0","","-20.0","","-16.5","","34.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-12-26","2015","12","26","†","-11.0","","-21.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-27","2015","12","27","†","-14.0","","-19.0","","-16.5","","34.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-28","2015","12","28","†","-14.0","","-18.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-29","2015","12","29","†","-10.0","","-18.0","","-14.0","","32.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-30","2015","12","30","†","-5.0","","-22.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-12-31","2015","12","31","†","0.0","","-16.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
